Device,Humidity,Temperature,Experiment,time,Pi
 'gnfuv-temp-exp1-55d487b85b-gq5tj',34,34,1,2018-03-26 17:02:21.129797000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',34,34,1,2018-03-26 17:02:27.965981000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',33,34,1,2018-03-26 17:02:34.203142000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',33,34,1,2018-03-26 17:02:42.972088000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',33,34,1,2018-03-26 17:02:47.277992000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',33,34,1,2018-03-26 17:02:53.518610000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',33,34,1,2018-03-26 17:02:58.078189000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',33,34,1,2018-03-26 17:03:07.256006000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:03:14.959880000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:03:22.295624000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:03:29.453509000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:03:41.805491000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:03:46.157327000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:03:50.478980000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:03:57.119409000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:03.358070000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:07.925934000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:12.479214000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:21.476920000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:34.139161000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,35,1,2018-03-26 17:04:43.282373000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:48.176920000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:52.929838000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:04:59.140789000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:05:05.791425000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:05:10.563768000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:05:15.872707000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:05:20.838345000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:05:26.784462000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:05:39.068239000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:06:12.651017000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:06:46.223861000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:06:59.998765000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:07:09.168868000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,35,1,2018-03-26 17:07:13.277837000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,34,1,2018-03-26 17:07:19.919161000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,35,1,2018-03-26 17:07:26.558327000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,35,1,2018-03-26 17:07:35.724540000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,35,1,2018-03-26 17:07:42.397883000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:07:49.036449000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,35,1,2018-03-26 17:07:58.206766000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',32,35,1,2018-03-26 17:08:04.879179000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:08:11.518445999,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:08:23.215016000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:08:27.359449000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:08:33.999381000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,35,1,2018-03-26 17:08:43.166252000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:08:49.838609000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:08:56.477412000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,35,1,2018-03-26 17:09:03.117467000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,35,1,2018-03-26 17:09:09.758017000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,35,1,2018-03-26 17:09:21.457978000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,35,1,2018-03-26 17:09:25.599619000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,35,1,2018-03-26 17:09:32.238047000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,35,1,2018-03-26 17:09:38.879510000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,35,1,2018-03-26 17:09:45.519286000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,36,1,2018-03-26 17:09:57.216648000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',31,36,1,2018-03-26 17:10:04.447299000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:10:07.999020000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:10:17.164066000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:10:23.838496000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:10:33.005975000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:10:42.205849000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:10:46.319221000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:10:52.958111000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:11:02.123435000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',30,36,1,2018-03-26 17:11:08.798206000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:11:17.966134000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:11:24.639299000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:11:31.278348000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:11:37.918034000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:11:49.612411000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:12:01.380593000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:12:08.045897000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',29,36,1,2018-03-26 17:12:14.718579000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:12:21.358410000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:12:30.527089000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:12:37.198330000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,37,1,2018-03-26 17:12:48.894247000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,37,1,2018-03-26 17:12:53.598163000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,37,1,2018-03-26 17:13:00.234097000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,37,1,2018-03-26 17:13:06.478495000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,37,1,2018-03-26 17:13:12.719170000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,37,1,2018-03-26 17:13:24.014893000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:13:30.718419000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:13:37.357322000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:13:43.998561000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:13:53.166236000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:13:59.403077000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:14:02.959141000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:14:12.126995000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:14:21.327108000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,37,1,2018-03-26 17:14:33.058708000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,37,1,2018-03-26 17:14:37.198212000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,37,1,2018-03-26 17:14:43.838134000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,37,1,2018-03-26 17:14:50.477237000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,37,1,2018-03-26 17:15:04.700653000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,37,1,2018-03-26 17:15:13.885640000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,38,1,2018-03-26 17:15:23.084348000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,38,1,2018-03-26 17:15:29.759292000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,38,1,2018-03-26 17:15:36.397178000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,38,1,2018-03-26 17:15:45.566007000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:15:52.237966000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:03.939345000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:10.605367000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:19.806878000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:26.479456000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:33.118005000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:39.759323000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:48.926169000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,38,1,2018-03-26 17:16:55.598836000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:07.295769000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:11.439819000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:18.079289000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:24.717232000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:33.885329000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:40.559298000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:47.197383000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:17:53.838053000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:18:05.534015000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,38,1,2018-03-26 17:18:17.296544000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:18:26.497205000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:18:31.197141000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:18:37.837780000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:18:46.606885000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:18:52.842853000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:01.457106000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:08.133044000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:12.239394000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:18.878498000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:25.517880000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:32.154413000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:41.323056000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:47.999020000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:19:57.167908000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:20:03.804300000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:20:10.475602000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:20:17.120022000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,39,1,2018-03-26 17:20:23.757939000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:20:29.999533000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:20:36.234922000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:20:42.479167000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:20:48.718474000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:20:54.958459000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:21:03.725702000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:21:12.926523000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:21:19.599521000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:21:28.766924000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:21:35.437259000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,39,1,2018-03-26 17:21:42.079305000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:21:56.307222000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:03.566394000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:07.117794000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:13.758638000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:22.924907000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:29.599422000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:36.238591000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:42.879569000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:22:52.045188000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',23,38,1,2018-03-26 17:22:58.689405000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:02.797977000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:09.438308000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:18.604028000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:27.806739000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:37.006607000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:41.128780000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:47.755127000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,38,1,2018-03-26 17:23:54.397520000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,37,1,2018-03-26 17:24:03.566008000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,37,1,2018-03-26 17:24:10.238323000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,37,1,2018-03-26 17:24:16.876870000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,37,1,2018-03-26 17:24:23.518568999,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,37,1,2018-03-26 17:24:30.158400000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',24,37,1,2018-03-26 17:24:39.324715000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,37,1,2018-03-26 17:24:45.999224000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,37,1,2018-03-26 17:24:52.638133000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,37,1,2018-03-26 17:24:59.277986000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,37,1,2018-03-26 17:25:05.917865000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,37,1,2018-03-26 17:25:12.558378000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',25,37,1,2018-03-26 17:25:25.838634000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,37,1,2018-03-26 17:25:32.479347000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,37,1,2018-03-26 17:25:39.119358000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,36,1,2018-03-26 17:25:45.757961000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,36,1,2018-03-26 17:26:02.508798000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,36,1,2018-03-26 17:26:09.726906000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,36,1,2018-03-26 17:26:16.363133000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,36,1,2018-03-26 17:26:19.919304000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:26:55.466150000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',26,36,1,2018-03-26 17:27:09.357945000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:27:13.519096000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:27:20.156262000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:27:26.798651000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:27:33.449577000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:27:42.606018000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:27:49.279081000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:27:55.917926000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:28:02.559623000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:28:09.199502000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:28:15.838414000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:28:22.477986000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:28:35.494029000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:28:49.357963000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:28:55.997331000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:29:02.639061000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:29:11.802941000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',27,36,1,2018-03-26 17:29:18.477114000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:29:25.117983000,pi4
 'gnfuv-temp-exp1-55d487b85b-gq5tj',28,36,1,2018-03-26 17:29:41.931552000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',24,38,1,2018-03-26 18:00:46.299568000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',24,38,1,2018-03-26 18:00:51.135610000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',24,38,1,2018-03-26 18:00:56.510880000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,38,1,2018-03-26 18:01:30.095097000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:02:06.203391000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:02:39.778212000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:02:44.553549000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:02:49.284277000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:02:54.041024000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:02:58.799896000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:03:03.568426000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:03:10.829158000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:03:16.465714000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,40,1,2018-03-26 18:03:25.141207000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:03:35.862074000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:03:45.949758000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:03:50.784493000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:04:00.079434000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:04:07.464604000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:04:12.669250000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:04:29.143461000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:04:35.324932000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:04:40.132645000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:05:00.047378000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:05:07.142708000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:05:13.685343000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:05:24.224292000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:05:35.720960000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:05:44.827989000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:06:29.870526000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:06:38.924450000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:06:45.598137000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:06:52.238232000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:06:58.877998000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:07:05.518468000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:07:14.691156000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:07:18.799366000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:07:25.437973000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:07:32.078008000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:07:38.717689000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:07:50.417327000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:07:59.566095000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:08:05.999362000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:08:12.639352000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:08:21.815025000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:08:28.478511000,pi4
